,year,state,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
774,1995,Florida,Ashley,Jessica,Sarah,Emily,Samantha
775,1995,Georgia,Taylor,Ashley,Jessica,Emily,Hannah
776,1995,Hawaii,Jessica,Taylor,Ashley,Rachel,Kayla
777,1995,Idaho,Jessica,Ashley,Emily,Taylor,Samantha
778,1995,Illinois,Jessica,Emily,Ashley,Samantha,Sarah
779,1995,Indiana,Emily,Taylor,Jessica,Hannah,Ashley
780,1995,Iowa,Emily,Taylor,Jessica,Samantha,Hannah
781,1995,Kansas,Ashley,Taylor,Jessica,Emily,Samantha
782,1995,Kentucky,Ashley,Brittany,Emily,Sarah,Taylor
783,1995,Louisiana,Taylor,Ashley,Emily,Brittany,Alexis
784,1995,Maine,Emily,Sarah,Ashley,Hannah,Samantha
785,1995,Maryland,Emily,Jessica,Sarah,Ashley,Samantha
786,1995,Massachusetts,Emily,Sarah,Samantha,Jessica,Ashley
787,1995,Michigan,Emily,Ashley,Jessica,Samantha,Taylor
788,1995,Minnesota,Samantha,Emily,Ashley,Megan,Rachel
789,1995,Mississippi,Ashley,Brittany,Jessica,Kayla,Hannah
790,1995,Missouri,Emily,Taylor,Jessica,Ashley,Samantha
791,1995,Montana,Jessica,Ashley,Samantha,Taylor,Emily
792,1995,Nebraska,Emily,Taylor,Sarah,Jessica,Ashley
793,1995,Nevada,Ashley,Jessica,Taylor,Samantha,Alexis
794,1995,New Hampshire,Emily,Sarah,Ashley,Hannah,Samantha
795,1995,New Jersey,Jessica,Samantha,Emily,Ashley,Nicole
796,1995,New Mexico,Ashley,Jessica,Samantha,Amanda,Sarah
797,1995,New York,Ashley,Samantha,Jessica,Emily,Amanda
798,1995,North Carolina,Ashley,Taylor,Jessica,Brittany,Sarah
799,1995,North Dakota,Ashley,Taylor,Emily,Samantha,Hannah
800,1995,Ohio,Emily,Taylor,Ashley,Jessica,Samantha
801,1995,Oklahoma,Jessica,Ashley,Sarah,Taylor,Hannah
802,1995,Oregon,Jessica,Emily,Ashley,Samantha,Sarah
803,1995,Pennsylvania,Emily,Jessica,Samantha,Sarah,Ashley
804,1995,Rhode Island,Samantha,Emily,Ashley,Amanda,Jessica
805,1995,South Carolina,Taylor,Ashley,Jessica,Brittany,Kayla
806,1995,South Dakota,Ashley,Taylor,Samantha,Jessica,Megan
807,1995,Tennessee,Ashley,Jessica,Hannah,Brittany,Emily
808,1995,Texas,Ashley,Jessica,Sarah,Emily,Samantha
809,1995,Utah,Jessica,Madison,Sarah,Emily,Ashley
810,1995,Vermont,Emily,Sarah,Ashley,Samantha,Taylor
811,1995,Virginia,Jessica,Emily,Sarah,Ashley,Taylor
812,1995,Washington,Jessica,Emily,Ashley,Hannah,Samantha
813,1995,West Virginia,Brittany,Ashley,Emily,Kayla,Taylor
814,1995,Wisconsin,Emily,Samantha,Ashley,Hannah,Megan
815,1995,Wyoming,Jessica,Emily,Taylor,Hannah,Amanda
816,1996,Alabama,Hannah,Emily,Ashley,Jessica,Brittany
817,1996,Alaska,Ashley,Jessica,Emily,Sarah,Samantha
818,1996,Arizona,Jessica,Ashley,Samantha,Alexis,Taylor
819,1996,Arkansas,Hannah,Emily,Ashley,Jessica,Sarah
820,1996,California,Jessica,Ashley,Stephanie,Jennifer,Emily
821,1996,Colorado,Emily,Hannah,Jessica,Sarah,Ashley
822,1996,Connecticut,Emily,Sarah,Samantha,Jessica,Nicole
823,1996,Delaware,Emily,Taylor,Sarah,Samantha,Jessica
824,1996,Dist. of Columbia,Alexis,Taylor,Emily,Jessica,Sarah
825,1996,Florida,Ashley,Jessica,Emily,Taylor,Sarah
826,1996,Georgia,Ashley,Hannah,Taylor,Jessica,Emily
827,1996,Hawaii,Taylor,Kayla,Ashley,Jessica,Rachel
828,1996,Idaho,Emily,Hannah,Samantha,Jessica,Taylor
829,1996,Illinois,Jessica,Emily,Ashley,Samantha,Sarah
830,1996,Indiana,Emily,Hannah,Taylor,Ashley,Jessica
831,1996,Iowa,Emily,Hannah,Taylor,Madison,Samantha
832,1996,Kansas,Madison,Hannah,Ashley,Emily,Taylor
833,1996,Kentucky,Hannah,Ashley,Emily,Sarah,Kayla
834,1996,Louisiana,Alexis,Taylor,Emily,Ashley,Brittany
835,1996,Maine,Emily,Sarah,Ashley,Hannah,Samantha
836,1996,Maryland,Emily,Sarah,Rachel,Ashley,Jessica
837,1996,Massachusetts,Emily,Sarah,Samantha,Jessica,Rachel
838,1996,Michigan,Emily,Samantha,Jessica,Ashley,Sarah
839,1996,Minnesota,Emily,Samantha,Hannah,Ashley,Megan
840,1996,Mississippi,Ashley,Hannah,Alexis,Jasmine,Taylor
841,1996,Missouri,Emily,Taylor,Hannah,Jessica,Ashley
842,1996,Montana,Jessica,Taylor,Hannah,Emily,Ashley
843,1996,Nebraska,Emily,Hannah,Taylor,Megan,Jessica
844,1996,Nevada,Jessica,Ashley,Samantha,Taylor,Sarah
845,1996,New Hampshire,Emily,Sarah,Hannah,Samantha,Jessica
846,1996,New Jersey,Samantha,Jessica,Nicole,Emily,Amanda
847,1996,New Mexico,Samantha,Ashley,Mariah,Jessica,Alexis
848,1996,New York,Ashley,Samantha,Emily,Jessica,Amanda
849,1996,North Carolina,Hannah,Ashley,Taylor,Jessica,Sarah
850,1996,North Dakota,Emily,Taylor,Hannah,Ashley,Madison
851,1996,Ohio,Emily,Taylor,Ashley,Sarah,Hannah
852,1996,Oklahoma,Madison,Taylor,Ashley,Emily,Jessica
853,1996,Oregon,Emily,Jessica,Hannah,Ashley,Sarah
854,1996,Pennsylvania,Emily,Sarah,Jessica,Samantha,Rachel
855,1996,Rhode Island,Emily,Samantha,Sarah,Ashley,Jessica
856,1996,South Carolina,Taylor,Ashley,Jessica,Hannah,Kayla
857,1996,South Dakota,Samantha,Emily,Ashley,Jessica,Taylor
858,1996,Tennessee,Ashley,Hannah,Emily,Jessica,Sarah
859,1996,Texas,Ashley,Jessica,Emily,Samantha,Sarah
860,1996,Utah,Madison,Jessica,Emily,Megan,Ashley
861,1996,Vermont,Emily,Samantha,Hannah,Taylor,Ashley
862,1996,Virginia,Emily,Sarah,Taylor,Jessica,Ashley
863,1996,Washington,Emily,Sarah,Jessica,Hannah,Samantha
864,1996,West Virginia,Emily,Hannah,Jessica,Ashley,Brittany
865,1996,Wisconsin,Emily,Samantha,Hannah,Ashley,Megan
866,1996,Wyoming,Taylor,Jessica,Ashley,Emily,Samantha
867,1997,Alabama,Hannah,Emily,Ashley,Sarah,Taylor
868,1997,Alaska,Hannah,Emily,Sarah,Megan,Jessica
869,1997,Arizona,Jessica,Alexis,Ashley,Samantha,Emily
870,1997,Arkansas,Hannah,Emily,Madison,Ashley,Sarah
871,1997,California,Jessica,Jennifer,Ashley,Emily,Samantha
872,1997,Colorado,Hannah,Emily,Jessica,Sarah,Madison
873,1997,Connecticut,Emily,Sarah,Samantha,Ashley,Taylor
874,1997,Delaware,Emily,Sarah,Taylor,Alexis,Jessica
875,1997,Dist. of Columbia,Jasmine,Alexis,Kayla,Sarah,Katherine
876,1997,Florida,Ashley,Jessica,Emily,Samantha,Taylor
877,1997,Georgia,Hannah,Emily,Taylor,Sarah,Ashley
878,1997,Hawaii,Taylor,Kayla,Jessica,Rachel,Alyssa
879,1997,Idaho,Emily,Madison,Hannah,Jessica,Ashley
880,1997,Illinois,Emily,Jessica,Samantha,Hannah,Sarah
881,1997,Indiana,Emily,Hannah,Taylor,Madison,Samantha
882,1997,Iowa,Emily,Taylor,Hannah,Madison,Megan
883,1997,Kansas,Emily,Madison,Hannah,Taylor,Ashley
884,1997,Kentucky,Hannah,Emily,Taylor,Sarah,Ashley
885,1997,Louisiana,Alexis,Taylor,Emily,Hannah,Sarah
886,1997,Maine,Emily,Hannah,Sarah,Taylor,Abigail
887,1997,Maryland,Emily,Taylor,Sarah,Samantha,Hannah
888,1997,Massachusetts,Emily,Samantha,Sarah,Jessica,Hannah
889,1997,Michigan,Emily,Hannah,Samantha,Sarah,Taylor
890,1997,Minnesota,Emily,Hannah,Samantha,Megan,Sarah
891,1997,Mississippi,Hannah,Alexis,Ashley,Anna,Taylor
892,1997,Missouri,Emily,Hannah,Taylor,Madison,Ashley
893,1997,Montana,Hannah,Madison,Ashley,Samantha,Emily
894,1997,Nebraska,Emily,Hannah,Taylor,Madison,Megan
895,1997,Nevada,Taylor,Jessica,Ashley,Samantha,Alexis
896,1997,New Hampshire,Emily,Hannah,Sarah,Samantha,Ashley
897,1997,New Jersey,Emily,Samantha,Jessica,Nicole,Ashley
898,1997,New Mexico,Ashley,Alexis,Samantha,Mariah,Jessica
899,1997,New York,Samantha,Emily,Ashley,Jessica,Sarah
900,1997,North Carolina,Hannah,Sarah,Emily,Taylor,Ashley
901,1997,North Dakota,Emily,Hannah,Madison,Samantha,Taylor
902,1997,Ohio,Emily,Taylor,Hannah,Samantha,Sarah
903,1997,Oklahoma,Taylor,Madison,Emily,Hannah,Jessica
904,1997,Oregon,Emily,Hannah,Jessica,Sarah,Madison
905,1997,Pennsylvania,Emily,Sarah,Samantha,Taylor,Jessica
906,1997,Rhode Island,Emily,Samantha,Sarah,Jessica,Nicole
907,1997,South Carolina,Hannah,Taylor,Sarah,Alexis,Ashley
908,1997,South Dakota,Hannah,Samantha,Emily,Taylor,Ashley
909,1997,Tennessee,Hannah,Emily,Sarah,Taylor,Ashley
910,1997,Texas,Ashley,Emily,Jessica,Sarah,Alexis
911,1997,Utah,Madison,Jessica,Emily,Hannah,Sarah
912,1997,Vermont,Emily,Samantha,Taylor,Hannah,Sarah
913,1997,Virginia,Emily,Sarah,Hannah,Taylor,Ashley
914,1997,Washington,Emily,Hannah,Sarah,Jessica,Samantha
915,1997,West Virginia,Emily,Hannah,Sarah,Taylor,Samantha
916,1997,Wisconsin,Emily,Hannah,Samantha,Megan,Elizabeth
917,1997,Wyoming,Emily,Taylor,Hannah,Samantha,Jessica
918,1998,Alabama,Hannah,Alexis,Emily,Madison,Taylor
919,1998,Alaska,Emily,Sarah,Hannah,Megan,Alyssa
920,1998,Arizona,Alexis,Samantha,Jessica,Emily,Ashley
921,1998,Arkansas,Hannah,Madison,Emily,Taylor,Sarah
922,1998,California,Jessica,Ashley,Emily,Samantha,Jennifer
923,1998,Colorado,Emily,Samantha,Hannah,Jessica,Madison
924,1998,Connecticut,Emily,Sarah,Samantha,Ashley,Julia
925,1998,Delaware,Emily,Taylor,Madison,Samantha,Sarah
926,1998,Dist. of Columbia,Alexis,Jasmine,Taylor,Kayla,Jessica
927,1998,Florida,Emily,Ashley,Alexis,Samantha,Jessica
928,1998,Georgia,Hannah,Emily,Taylor,Madison,Alexis
929,1998,Hawaii,Taylor,Kayla,Ashley,Jessica,Alyssa
930,1998,Idaho,Madison,Emily,Hannah,Samantha,Ashley
931,1998,Illinois,Emily,Samantha,Jessica,Alexis,Ashley
932,1998,Indiana,Emily,Hannah,Alexis,Taylor,Madison
933,1998,Iowa,Emily,Hannah,Taylor,Madison,Alexis
934,1998,Kansas,Madison,Emily,Hannah,Taylor,Alexis
935,1998,Kentucky,Hannah,Emily,Madison,Sarah,Taylor
936,1998,Louisiana,Alexis,Taylor,Hannah,Madison,Emily
937,1998,Maine,Emily,Hannah,Sarah,Emma,Taylor
938,1998,Maryland,Emily,Taylor,Sarah,Alexis,Kayla
939,1998,Massachusetts,Emily,Samantha,Sarah,Hannah,Julia
940,1998,Michigan,Emily,Hannah,Alexis,Samantha,Taylor
941,1998,Minnesota,Emily,Hannah,Samantha,Madison,Megan
942,1998,Mississippi,Alexis,Hannah,Madison,Taylor,Anna
943,1998,Missouri,Emily,Hannah,Madison,Taylor,Samantha
944,1998,Montana,Emily,Madison,Hannah,Ashley,Jessica
945,1998,Nebraska,Emily,Hannah,Madison,Alexis,Taylor
946,1998,Nevada,Jessica,Samantha,Emily,Alexis,Ashley
947,1998,New Hampshire,Emily,Hannah,Sarah,Madison,Samantha
948,1998,New Jersey,Samantha,Emily,Ashley,Nicole,Jessica
949,1998,New Mexico,Ashley,Alyssa,Alexis,Samantha,Jessica
950,1998,New York,Samantha,Emily,Ashley,Jessica,Sarah
951,1998,North Carolina,Hannah,Taylor,Sarah,Emily,Madison
952,1998,North Dakota,Emily,Madison,Taylor,Hannah,Alexis
953,1998,Ohio,Emily,Taylor,Hannah,Alexis,Madison
954,1998,Oklahoma,Hannah,Emily,Madison,Taylor,Jessica
955,1998,Oregon,Emily,Hannah,Madison,Emma,Jessica
956,1998,Pennsylvania,Emily,Sarah,Samantha,Hannah,Madison
957,1998,Rhode Island,Emily,Samantha,Hannah,Victoria,Madison
958,1998,South Carolina,Hannah,Taylor,Alexis,Emily,Ashley
959,1998,South Dakota,Emily,Hannah,Taylor,Madison,Samantha
960,1998,Tennessee,Hannah,Emily,Madison,Alexis,Sarah
961,1998,Texas,Emily,Ashley,Alexis,Samantha,Sarah
962,1998,Utah,Madison,Emily,Hannah,Sarah,Samantha
963,1998,Vermont,Emily,Hannah,Taylor,Sarah,Madison
964,1998,Virginia,Emily,Hannah,Sarah,Taylor,Alexis
965,1998,Washington,Emily,Hannah,Madison,Samantha,Taylor
966,1998,West Virginia,Hannah,Emily,Taylor,Madison,Ashley
967,1998,Wisconsin,Emily,Hannah,Samantha,Alexis,Elizabeth
968,1998,Wyoming,Madison,Taylor,Sarah,Ashley,Emily
969,1999,Alabama,Hannah,Emily,Madison,Alexis,Anna
970,1999,Alaska,Emily,Hannah,Ashley,Sarah,Elizabeth
971,1999,Arizona,Samantha,Alexis,Emily,Ashley,Alyssa
972,1999,Arkansas,Hannah,Madison,Emily,Sarah,Taylor
973,1999,California,Emily,Samantha,Jennifer,Ashley,Jessica
974,1999,Colorado,Hannah,Emily,Madison,Sarah,Jessica
975,1999,Connecticut,Emily,Sarah,Samantha,Julia,Emma
976,1999,Delaware,Emily,Alexis,Sarah,Madison,Taylor
977,1999,Dist. of Columbia,Kayla,Jasmine,Taylor,Destiny,Sarah
978,1999,Florida,Emily,Ashley,Samantha,Sarah,Alexis
979,1999,Georgia,Emily,Hannah,Taylor,Madison,Alexis
980,1999,Hawaii,Taylor,Kayla,Jasmine,Ashley,Alyssa
981,1999,Idaho,Emily,Hannah,Madison,Megan,Taylor
982,1999,Illinois,Emily,Hannah,Jessica,Samantha,Alexis
983,1999,Indiana,Hannah,Emily,Alexis,Madison,Taylor
984,1999,Iowa,Emily,Madison,Hannah,Alexis,Taylor
985,1999,Kansas,Madison,Emily,Hannah,Taylor,Alexis
986,1999,Kentucky,Hannah,Emily,Madison,Sarah,Haley
987,1999,Louisiana,Hannah,Alexis,Madison,Emily,Taylor
988,1999,Maine,Emily,Hannah,Emma,Sarah,Samantha
989,1999,Maryland,Emily,Sarah,Taylor,Hannah,Kayla
990,1999,Massachusetts,Emily,Sarah,Olivia,Samantha,Julia
991,1999,Michigan,Emily,Hannah,Alexis,Madison,Samantha
992,1999,Minnesota,Emily,Samantha,Hannah,Emma,Madison
993,1999,Mississippi,Madison,Hannah,Alexis,Anna,Emily
994,1999,Missouri,Emily,Hannah,Madison,Taylor,Alexis
995,1999,Montana,Madison,Emily,Hannah,Taylor,Alexis
996,1999,Nebraska,Emily,Hannah,Madison,Samantha,Taylor
997,1999,Nevada,Samantha,Taylor,Emily,Ashley,Madison
998,1999,New Hampshire,Emily,Hannah,Sarah,Samantha,Emma
999,1999,New Jersey,Emily,Samantha,Sarah,Jessica,Nicole
1000,1999,New Mexico,Alexis,Alyssa,Samantha,Ashley,Mariah
1001,1999,New York,Emily,Samantha,Ashley,Sarah,Jessica
1002,1999,North Carolina,Hannah,Sarah,Emily,Madison,Taylor
1003,1999,North Dakota,Hannah,Madison,Emily,Alexis,Taylor
1004,1999,Ohio,Hannah,Emily,Alexis,Madison,Taylor
1005,1999,Oklahoma,Madison,Hannah,Emily,Taylor,Alexis
1006,1999,Oregon,Emily,Hannah,Emma,Jessica,Madison
1007,1999,Pennsylvania,Emily,Sarah,Hannah,Madison,Alexis
1008,1999,Rhode Island,Emily,Samantha,Hannah,Sarah,Madison
1009,1999,South Carolina,Hannah,Emily,Alexis,Taylor,Sarah
1010,1999,South Dakota,Alexis,Hannah,Emily,Madison,Taylor
1011,1999,Tennessee,Hannah,Emily,Madison,Sarah,Taylor
1012,1999,Texas,Emily,Alexis,Ashley,Samantha,Hannah
1013,1999,Utah,Emily,Madison,Hannah,Samantha,Sarah
1014,1999,Vermont,Hannah,Emily,Emma,Olivia,Taylor
1015,1999,Virginia,Emily,Hannah,Sarah,Taylor,Alexis
1016,1999,Washington,Emily,Hannah,Samantha,Madison,Jessica
1017,1999,West Virginia,Hannah,Madison,Emily,Alexis,Taylor
1018,1999,Wisconsin,Emily,Hannah,Alexis,Taylor,Megan
1019,1999,Wyoming,Taylor,Hannah,Madison,Emily,Samantha
1020,2000,Alabama,Hannah,Anna,Madison,Emily,Sarah
1021,2000,Alaska,Hannah,Madison,Emily,Sarah,Ashley
1022,2000,Arizona,Emily,Ashley,Samantha,Alexis,Jessica
1023,2000,Arkansas,Hannah,Madison,Emily,Alexis,Sarah
1024,2000,California,Emily,Ashley,Samantha,Jessica,Jennifer
1025,2000,Colorado,Emily,Hannah,Madison,Ashley,Emma
1026,2000,Connecticut,Emily,Sarah,Samantha,Olivia,Hannah
1027,2000,Delaware,Emily,Sarah,Kayla,Madison,Alexis
1028,2000,Dist. of Columbia,Kayla,Katherine,Elizabeth,Destiny,Jordan
1029,2000,Florida,Emily,Ashley,Hannah,Samantha,Sarah
1030,2000,Georgia,Hannah,Madison,Emily,Sarah,Taylor
1031,2000,Hawaii,Kayla,Taylor,Alyssa,Ashley,Kiana
1032,2000,Idaho,Hannah,Emily,Madison,Ashley,Hailey
1033,2000,Illinois,Emily,Hannah,Alexis,Jessica,Samantha
1034,2000,Indiana,Hannah,Madison,Emily,Alexis,Abigail
1035,2000,Iowa,Madison,Emily,Hannah,Emma,Alexis
1036,2000,Kansas,Madison,Hannah,Emily,Taylor,Alexis
1037,2000,Kentucky,Hannah,Madison,Emily,Sarah,Alexis
1038,2000,Louisiana,Madison,Hannah,Alexis,Emily,Taylor
1039,2000,Maine,Emily,Hannah,Abigail,Samantha,Emma
1040,2000,Maryland,Emily,Kayla,Hannah,Sarah,Taylor
1041,2000,Massachusetts,Emily,Hannah,Olivia,Sarah,Julia
1042,2000,Michigan,Emily,Hannah,Madison,Alexis,Olivia
1043,2000,Minnesota,Emily,Hannah,Grace,Emma,Elizabeth
1044,2000,Mississippi,Hannah,Madison,Anna,Destiny,Alexis
1045,2000,Missouri,Hannah,Emily,Madison,Taylor,Alexis
1046,2000,Montana,Madison,Emily,Taylor,Hannah,Abigail
1047,2000,Nebraska,Hannah,Madison,Emily,Taylor,Emma
1048,2000,Nevada,Emily,Hannah,Madison,Jessica,Samantha
1049,2000,New Hampshire,Emily,Hannah,Emma,Olivia,Sarah
1050,2000,New Jersey,Emily,Samantha,Nicole,Jessica,Sarah
1051,2000,New Mexico,Alexis,Alyssa,Destiny,Ashley,Brianna
1052,2000,New York,Emily,Samantha,Ashley,Sarah,Jessica
1053,2000,North Carolina,Hannah,Madison,Emily,Sarah,Taylor
1054,2000,North Dakota,Madison,Alexis,Hannah,Emily,Taylor
1055,2000,Ohio,Hannah,Emily,Madison,Alexis,Taylor
1056,2000,Oklahoma,Madison,Emily,Hannah,Taylor,Sarah
1057,2000,Oregon,Emily,Hannah,Madison,Emma,Ashley
1058,2000,Pennsylvania,Emily,Madison,Hannah,Sarah,Alexis
1059,2000,Rhode Island,Emily,Hannah,Sarah,Madison,Victoria
1060,2000,South Carolina,Hannah,Madison,Emily,Alexis,Taylor
1061,2000,South Dakota,Hannah,Emily,Morgan,Taylor,Grace
1062,2000,Tennessee,Hannah,Madison,Emily,Sarah,Alexis
1063,2000,Texas,Emily,Ashley,Hannah,Alexis,Madison
1064,2000,Utah,Madison,Emily,Hannah,Abigail,Samantha
1065,2000,Vermont,Emily,Olivia,Abigail,Emma,Hannah
1066,2000,Virginia,Hannah,Emily,Sarah,Madison,Alexis
1067,2000,Washington,Emily,Hannah,Madison,Emma,Sarah
1068,2000,West Virginia,Hannah,Emily,Madison,Alexis,Haley
1069,2000,Wisconsin,Emily,Hannah,Samantha,Elizabeth,Alexis
1070,2000,Wyoming,Madison,Taylor,Emily,Alexis,Hannah
1071,2001,Alabama,Madison,Hannah,Anna,Emily,Sarah
1072,2001,Alaska,Madison,Emily,Hannah,Ashley,Abigail
1073,2001,Arizona,Ashley,Emily,Alexis,Madison,Samantha
1074,2001,Arkansas,Hannah,Madison,Emily,Alexis,Sarah
1075,2001,California,Emily,Ashley,Samantha,Jessica,Alyssa
1076,2001,Colorado,Emily,Hannah,Madison,Ashley,Taylor
1077,2001,Connecticut,Emily,Julia,Olivia,Hannah,Sarah
1078,2001,Delaware,Madison,Emily,Alexis,Hannah,Abigail
1079,2001,Dist. of Columbia,Emily,Emma,Kayla,Katherine,Taylor
1080,2001,Florida,Emily,Madison,Ashley,Hannah,Samantha
1081,2001,Georgia,Madison,Emily,Hannah,Sarah,Taylor
1082,2001,Hawaii,Taylor,Kayla,Madison,Alyssa,Sarah
1083,2001,Idaho,Madison,Emily,Ashley,Hannah,Emma
1084,2001,Illinois,Emily,Hannah,Jessica,Grace,Samantha
1085,2001,Indiana,Madison,Hannah,Emily,Alexis,Abigail
1086,2001,Iowa,Madison,Hannah,Emma,Emily,Alexis
1087,2001,Kansas,Madison,Emily,Hannah,Emma,Alexis
1088,2001,Kentucky,Madison,Hannah,Emily,Taylor,Alexis
1089,2001,Louisiana,Madison,Hannah,Emily,Alexis,Taylor
1090,2001,Maine,Emily,Abigail,Hannah,Emma,Madison
1091,2001,Maryland,Emily,Kayla,Madison,Hannah,Sarah
1092,2001,Massachusetts,Emily,Olivia,Hannah,Sarah,Julia
1093,2001,Michigan,Madison,Emily,Hannah,Olivia,Alexis
1094,2001,Minnesota,Emily,Grace,Emma,Madison,Hannah
1095,2001,Mississippi,Madison,Hannah,Anna,Alexis,Destiny
1096,2001,Missouri,Hannah,Emily,Madison,Abigail,Alexis
1097,2001,Montana,Madison,Emily,Hannah,Alyssa,Sarah
1098,2001,Nebraska,Madison,Emily,Hannah,Emma,Grace
1099,2001,Nevada,Emily,Ashley,Madison,Hannah,Alexis
1100,2001,New Hampshire,Emily,Madison,Hannah,Emma,Olivia
1101,2001,New Jersey,Emily,Samantha,Ashley,Nicole,Sarah
1102,2001,New Mexico,Alexis,Alyssa,Destiny,Ashley,Samantha
1103,2001,New York,Emily,Ashley,Samantha,Sarah,Kayla
1104,2001,North Carolina,Hannah,Madison,Emily,Sarah,Taylor
1105,2001,North Dakota,Madison,Hannah,Emily,Grace,Emma
1106,2001,Ohio,Madison,Hannah,Emily,Alexis,Abigail
1107,2001,Oklahoma,Madison,Hannah,Emily,Alexis,Ashley
1108,2001,Oregon,Emily,Madison,Hannah,Emma,Elizabeth
1109,2001,Pennsylvania,Emily,Madison,Hannah,Sarah,Abigail
1110,2001,Rhode Island,Emily,Madison,Samantha,Hannah,Sarah
1111,2001,South Carolina,Madison,Hannah,Emily,Taylor,Anna
1112,2001,South Dakota,Madison,Hannah,Grace,Taylor,Emily
1113,2001,Tennessee,Hannah,Madison,Emily,Sarah,Alexis
1114,2001,Texas,Emily,Madison,Ashley,Alexis,Alyssa
1115,2001,Utah,Emily,Madison,Emma,Hannah,Alexis
1116,2001,Vermont,Emily,Hannah,Olivia,Emma,Madison
1117,2001,Virginia,Emily,Hannah,Madison,Sarah,Kayla
1118,2001,Washington,Emily,Madison,Hannah,Emma,Grace
1119,2001,West Virginia,Madison,Hannah,Emily,Alexis,Abigail
1120,2001,Wisconsin,Emily,Hannah,Emma,Olivia,Elizabeth
1121,2001,Wyoming,Madison,Taylor,Alexis,Emily,Megan
1122,2002,Alabama,Madison,Hannah,Anna,Emily,Alexis
1123,2002,Alaska,Madison,Elizabeth,Emily,Emma,Ashley
1124,2002,Arizona,Emily,Ashley,Alexis,Samantha,Madison
1125,2002,Arkansas,Madison,Hannah,Emily,Sarah,Abigail
1126,2002,California,Emily,Ashley,Samantha,Jessica,Jennifer
1127,2002,Colorado,Madison,Emily,Emma,Ashley,Isabella
1128,2002,Connecticut,Emily,Olivia,Emma,Samantha,Julia
1129,2002,Delaware,Emily,Madison,Hannah,Olivia,Alexis
1130,2002,Dist. of Columbia,Kayla,Sarah,Taylor,Elizabeth,Olivia
1131,2002,Florida,Emily,Madison,Ashley,Hannah,Isabella
1132,2002,Georgia,Madison,Emily,Hannah,Alexis,Sarah
1133,2002,Hawaii,Kayla,Taylor,Emma,Jasmine,Madison
1134,2002,Idaho,Madison,Emily,Emma,Hannah,Abigail
1135,2002,Illinois,Emily,Emma,Olivia,Madison,Hannah
1136,2002,Indiana,Madison,Emily,Emma,Hannah,Abigail
1137,2002,Iowa,Emma,Madison,Emily,Hannah,Abigail
1138,2002,Kansas,Emily,Madison,Emma,Abigail,Hannah
1139,2002,Kentucky,Madison,Hannah,Emily,Alexis,Emma
1140,2002,Louisiana,Madison,Emily,Hannah,Alexis,Taylor
1141,2002,Maine,Emily,Hannah,Madison,Abigail,Emma
1142,2002,Maryland,Madison,Emily,Kayla,Sarah,Hannah
1143,2002,Massachusetts,Emily,Olivia,Emma,Sarah,Abigail
1144,2002,Michigan,Madison,Emily,Emma,Hannah,Olivia
1145,2002,Minnesota,Emma,Grace,Emily,Olivia,Abigail
1146,2002,Mississippi,Madison,Hannah,Anna,Alexis,Emily
1147,2002,Missouri,Madison,Hannah,Emily,Emma,Abigail
1148,2002,Montana,Madison,Emily,Hannah,Emma,Abigail
1149,2002,Nebraska,Emma,Madison,Emily,Hannah,Grace
1150,2002,Nevada,Emily,Madison,Ashley,Alexis,Samantha
1151,2002,New Hampshire,Emily,Madison,Emma,Olivia,Abigail
1152,2002,New Jersey,Emily,Samantha,Ashley,Sarah,Kayla
1153,2002,New Mexico,Alexis,Alyssa,Ashley,Brianna,Emily
1154,2002,New York,Emily,Samantha,Ashley,Sarah,Brianna
1155,2002,North Carolina,Madison,Hannah,Emily,Sarah,Emma
1156,2002,North Dakota,Madison,Hannah,Emily,Grace,Emma
1157,2002,Ohio,Madison,Hannah,Emily,Alexis,Emma
1158,2002,Oklahoma,Madison,Emily,Hannah,Alexis,Abigail
1159,2002,Oregon,Emily,Madison,Emma,Hannah,Elizabeth
1160,2002,Pennsylvania,Emily,Madison,Hannah,Sarah,Abigail
1161,2002,Rhode Island,Madison,Emily,Emma,Isabella,Ashley
1162,2002,South Carolina,Madison,Hannah,Emily,Elizabeth,Abigail
1163,2002,South Dakota,Hannah,Emily,Grace,Abigail,Emma
1164,2002,Tennessee,Madison,Hannah,Emily,Emma,Sarah
1165,2002,Texas,Emily,Madison,Ashley,Alyssa,Alexis
1166,2002,Utah,Emily,Emma,Abigail,Madison,Hannah
1167,2002,Vermont,Emma,Hannah,Madison,Emily,Abigail
1168,2002,Virginia,Madison,Emily,Hannah,Sarah,Abigail
1169,2002,Washington,Emily,Emma,Hannah,Madison,Olivia
1170,2002,West Virginia,Madison,Hannah,Emily,Alexis,Abigail
1171,2002,Wisconsin,Emily,Emma,Olivia,Hannah,Abigail
1172,2002,Wyoming,Madison,Hannah,Elizabeth,Taylor,Emily
1173,2003,Alabama,Madison,Emma,Emily,Hannah,Anna
1174,2003,Alaska,Hannah,Emma,Emily,Madison,Hailey
1175,2003,Arizona,Emily,Emma,Ashley,Alexis,Alyssa
1176,2003,Arkansas,Madison,Emily,Hannah,Emma,Alexis
1177,2003,California,Emily,Ashley,Samantha,Isabella,Alyssa
1178,2003,Colorado,Emily,Emma,Madison,Hannah,Isabella
1179,2003,Connecticut,Emma,Emily,Olivia,Madison,Julia
